
 time | altitude |  velocity | accel_bias | alt (bmp) | vert_accel |
    97.7s     |523.0513m      |-0.0059m/s    | 0.0166m/s^2  | 522.9536m      | 0.0134m/s^2  |
    97.8s     |523.0484m      |-0.0062m/s    | 0.0166m/s^2  | 522.9830m      | 0.0141m/s^2  |
    97.9s     |523.0462m      |-0.0070m/s    | 0.0166m/s^2  | 522.9984m      | 0.0075m/s^2  |
    98.0s     |523.0443m      |-0.0076m/s    | 0.0166m/s^2  | 522.9984m      | 0.0134m/s^2  |
    98.1s     |523.0426m      |-0.0079m/s    | 0.0166m/s^2  | 523.0131m      | 0.0151m/s^2  |
    98.2s     |523.0413m      |-0.0080m/s    | 0.0166m/s^2  | 523.0282m      | 0.0152m/s^2  |
    98.3s     |523.0403m      |-0.0082m/s    | 0.0166m/s^2  | 523.0429m      | 0.0090m/s^2  |
    98.4s     |523.0395m      |-0.0082m/s    | 0.0166m/s^2  | 523.0282m      | 0.0237m/s^2  |
    98.5s     |523.0374m      |-0.0073m/s    | 0.0166m/s^2  | 522.9632m      | 0.0286m/s^2  |
    98.6s     |523.0349m      |-0.0063m/s    | 0.0166m/s^2  | 522.9632m      | 0.0298m/s^2  |
    98.7s     |523.0325m      |-0.0059m/s    | 0.0167m/s^2  | 522.9779m      | 0.0094m/s^2  |
    98.8s     |523.0305m      |-0.0063m/s    | 0.0167m/s^2  | 522.9779m      | 0.0155m/s^2  |
    98.9s     |523.0289m      |-0.0067m/s    | 0.0167m/s^2  | 522.9926m      | 0.0167m/s^2  |
    99.0s     |523.0273m      |-0.0062m/s    | 0.0167m/s^2  | 522.9926m      | 0.0316m/s^2  |
    99.1s     |523.0257m      |-0.0055m/s    | 0.0167m/s^2  | 522.9926m      | 0.0195m/s^2  |
    99.2s     |523.0258m      |-0.0060m/s    | 0.0167m/s^2  | 523.0730m      | 0.0102m/s^2  |
    99.3s     |523.0263m      |-0.0065m/s    | 0.0167m/s^2  | 523.0730m      | 0.0130m/s^2  |
    99.4s     |523.0270m      |-0.0063m/s    | 0.0167m/s^2  | 523.0877m      | 0.0220m/s^2  |
    99.5s     |523.0281m      |-0.0057m/s    | 0.0166m/s^2  | 523.1024m      | 0.0203m/s^2  |
    99.6s     |523.0290m      |-0.0056m/s    | 0.0166m/s^2  | 523.0877m      | 0.0135m/s^2  |
    99.7s     |523.0286m      |-0.0050m/s    | 0.0166m/s^2  | 523.0227m      | 0.0257m/s^2  |
    99.8s     |523.0283m      |-0.0044m/s    | 0.0166m/s^2  | 523.0374m      | 0.0220m/s^2  |
    99.9s     |523.0286m      |-0.0038m/s    | 0.0166m/s^2  | 523.0672m      | 0.0250m/s^2  |
   100.0s     |523.0292m      |-0.0029m/s    | 0.0166m/s^2  | 523.0672m      | 0.0260m/s^2  |
   100.1s     |523.0288m      |-0.0027m/s    | 0.0166m/s^2  | 523.0347m      | 0.0226m/s^2  |
   100.2s     |523.0289m      |-0.0018m/s    | 0.0166m/s^2  | 523.0494m      | 0.0228m/s^2  |
   100.3s     |523.0289m      |-0.0011m/s    | 0.0166m/s^2  | 523.0347m      | 0.0252m/s^2  |
   100.4s     |523.0283m      |-0.0008m/s    | 0.0166m/s^2  | 523.0046m      | 0.0111m/s^2  |
   100.5s     |523.0278m      |-0.0007m/s    | 0.0166m/s^2  | 523.0196m      | 0.0210m/s^2  |
   100.6s     |523.0279m      |-0.0005m/s    | 0.0166m/s^2  | 523.0494m      | 0.0133m/s^2  |
   100.7s     |523.0284m      | 0.0003m/s    | 0.0166m/s^2  | 523.0617m      | 0.0277m/s^2  |
   100.8s     |523.0293m      | 0.0016m/s    | 0.0166m/s^2  | 523.0764m      | 0.0259m/s^2  |
   100.9s     |523.0308m      | 0.0021m/s    | 0.0166m/s^2  | 523.0911m      | 0.0196m/s^2  |
   101.0s     |523.0326m      | 0.0023m/s    | 0.0166m/s^2  | 523.1065m      | 0.0100m/s^2  |
   101.1s     |523.0340m      | 0.0026m/s    | 0.0166m/s^2  | 523.0562m      | 0.0147m/s^2  |
   101.2s     |523.0349m      | 0.0033m/s    | 0.0166m/s^2  | 523.0412m      | 0.0250m/s^2  |
   101.3s     |523.0352m      | 0.0040m/s    | 0.0166m/s^2  | 523.0261m      | 0.0252m/s^2  |
   101.4s     |523.0354m      | 0.0049m/s    | 0.0166m/s^2  | 523.0412m      | 0.0205m/s^2  |
   101.5s     |523.0357m      | 0.0051m/s    | 0.0166m/s^2  | 523.0114m      | 0.0169m/s^2  |
   101.6s     |523.0355m      | 0.0048m/s    | 0.0166m/s^2  | 522.9967m      | 0.0152m/s^2  |
   101.7s     |523.0348m      | 0.0038m/s    | 0.0166m/s^2  | 522.9967m      | 0.0045m/s^2  |
   101.8s     |523.0339m      | 0.0030m/s    | 0.0166m/s^2  | 522.9666m      | 0.0113m/s^2  |
   101.9s     |523.0318m      | 0.0024m/s    | 0.0166m/s^2  | 522.9163m      | 0.0118m/s^2  |
   102.0s     |523.0300m      | 0.0023m/s    | 0.0166m/s^2  | 522.9464m      | 0.0164m/s^2  |
   102.1s     |523.0294m      | 0.0024m/s    | 0.0166m/s^2  | 523.0412m      | 0.0207m/s^2  |
   102.2s     |523.0300m      | 0.0025m/s    | 0.0166m/s^2  | 523.0412m      | 0.0110m/s^2  |
   102.3s     |523.0305m      | 0.0019m/s    | 0.0166m/s^2  | 523.0412m      | 0.0104m/s^2  |
   102.4s     |523.0296m      | 0.0014m/s    | 0.0167m/s^2  | 522.9464m      | 0.0150m/s^2  |
   102.5s     |523.0275m      | 0.0006m/s    | 0.0167m/s^2  | 522.9317m      | 0.0113m/s^2  |
   102.6s     |523.0249m      |-0.0004m/s    | 0.0167m/s^2  | 522.9163m      | 0.0096m/s^2  |
   102.7s     |523.0220m      |-0.0011m/s    | 0.0167m/s^2  | 522.9163m      | 0.0174m/s^2  |
   102.8s     |523.0195m      |-0.0018m/s    | 0.0167m/s^2  | 522.9317m      | 0.0161m/s^2  |
   102.9s     |523.0173m      |-0.0017m/s    | 0.0167m/s^2  | 522.9317m      | 0.0207m/s^2  |
   103.0s     |523.0150m      |-0.0018m/s    | 0.0168m/s^2  | 522.9163m      | 0.0120m/s^2  |
   103.1s     |523.0121m      |-0.0016m/s    | 0.0168m/s^2  | 522.9016m      | 0.0236m/s^2  |
   103.2s     |523.0094m      |-0.0019m/s    | 0.0168m/s^2  | 522.9317m      | 0.0171m/s^2  |
   103.3s     |523.0074m      |-0.0018m/s    | 0.0168m/s^2  | 522.9464m      | 0.0165m/s^2  |
   103.4s     |523.0059m      |-0.0016m/s    | 0.0168m/s^2  | 522.9464m      | 0.0221m/s^2  |
   103.5s     |523.0040m      |-0.0017m/s    | 0.0168m/s^2  | 522.9317m      | 0.0196m/s^2  |
   103.6s     |523.0018m      |-0.0014m/s    | 0.0169m/s^2  | 522.9317m      | 0.0289m/s^2  |
   103.7s     |522.9997m      |-0.0007m/s    | 0.0169m/s^2  | 522.9163m      | 0.0214m/s^2  |
   103.8s     |522.9976m      |-0.0008m/s    | 0.0169m/s^2  | 522.9317m      | 0.0167m/s^2  |
   103.9s     |522.9957m      |-0.0007m/s    | 0.0169m/s^2  | 522.9163m      | 0.0240m/s^2  |
   104.0s     |522.9934m      |-0.0006m/s    | 0.0169m/s^2  | 522.9016m      | 0.0188m/s^2  |
   104.1s     |522.9911m      |-0.0005m/s    | 0.0169m/s^2  | 522.9016m      | 0.0185m/s^2  |
   104.2s     |522.9888m      |-0.0009m/s    | 0.0170m/s^2  | 522.9016m      | 0.0246m/s^2  |
   104.3s     |522.9861m      |-0.0004m/s    | 0.0170m/s^2  | 522.8869m      | 0.0221m/s^2  |
   104.4s     |522.9835m      |-0.0002m/s    | 0.0170m/s^2  | 522.8718m      | 0.0212m/s^2  |
   104.5s     |522.9809m      |-0.0005m/s    | 0.0170m/s^2  | 522.8718m      | 0.0224m/s^2  |
   104.6s     |522.9778m      |-0.0010m/s    | 0.0170m/s^2  | 522.8571m      | 0.0093m/s^2  |
   104.7s     |522.9745m      |-0.0023m/s    | 0.0171m/s^2  | 522.8571m      | 0.0095m/s^2  |
   104.8s     |522.9730m      |-0.0031m/s    | 0.0171m/s^2  | 522.9221m      | 0.0122m/s^2  |
   104.9s     |522.9713m      |-0.0039m/s    | 0.0171m/s^2  | 522.9221m      | 0.0157m/s^2  |
   105.0s     |522.9697m      |-0.0040m/s    | 0.0171m/s^2  | 522.9221m      | 0.0160m/s^2  |
   105.1s     |522.9680m      |-0.0040m/s    | 0.0171m/s^2  | 522.9071m      | 0.0192m/s^2  |
   105.2s     |522.9659m      |-0.0038m/s    | 0.0171m/s^2  | 522.9071m      | 0.0222m/s^2  |
   105.3s     |522.9645m      |-0.0033m/s    | 0.0171m/s^2  | 522.9368m      | 0.0159m/s^2  |
   105.4s     |522.9635m      |-0.0032m/s    | 0.0171m/s^2  | 522.9368m      | 0.0239m/s^2  |
   105.5s     |522.9619m      |-0.0035m/s    | 0.0171m/s^2  | 522.8920m      | 0.0076m/s^2  |
   105.6s     |522.9599m      |-0.0046m/s    | 0.0172m/s^2  | 522.9071m      | 0.0085m/s^2  |
   105.7s     |522.9579m      |-0.0051m/s    | 0.0172m/s^2  | 522.8920m      | 0.0135m/s^2  |
   105.8s     |522.9558m      |-0.0060m/s    | 0.0172m/s^2  | 522.9071m      | 0.0052m/s^2  |
   105.9s     |522.9540m      |-0.0064m/s    | 0.0172m/s^2  | 522.9071m      | 0.0163m/s^2  |
   106.0s     |522.9522m      |-0.0068m/s    | 0.0172m/s^2  | 522.9071m      | 0.0175m/s^2  |
   106.1s     |522.9504m      |-0.0073m/s    | 0.0172m/s^2  | 522.9721m      | 0.0128m/s^2  |
   106.2s     |522.9498m      |-0.0082m/s    | 0.0172m/s^2  | 522.9273m      | 0.0091m/s^2  |
   106.3s     |522.9481m      |-0.0089m/s    | 0.0172m/s^2  | 522.8825m      | 0.0121m/s^2  |
   106.4s     |522.9455m      |-0.0096m/s    | 0.0172m/s^2  | 522.8825m      | 0.0176m/s^2  |
   106.5s     |522.9430m      |-0.0095m/s    | 0.0172m/s^2  | 522.8825m      | 0.0169m/s^2  |
   106.6s     |522.9403m      |-0.0103m/s    | 0.0173m/s^2  | 522.8530m      | 0.0109m/s^2  |
   106.7s     |522.9371m      |-0.0115m/s    | 0.0173m/s^2  | 522.8825m      | 0.0071m/s^2  |
   106.8s     |522.9354m      |-0.0123m/s    | 0.0173m/s^2  | 522.9601m      | 0.0172m/s^2  |
   106.9s     |522.9351m      |-0.0126m/s    | 0.0173m/s^2  | 522.9752m      | 0.0132m/s^2  |
   107.0s     |522.9350m      |-0.0128m/s    | 0.0173m/s^2  | 522.9899m      | 0.0141m/s^2  |
   107.1s     |522.9352m      |-0.0129m/s    | 0.0172m/s^2  | 523.0196m      | 0.0141m/s^2  |
   107.2s     |522.9359m      |-0.0132m/s    | 0.0172m/s^2  | 522.9721m      | 0.0077m/s^2  |
   107.3s     |522.9355m      |-0.0136m/s    | 0.0172m/s^2  | 522.9871m      | 0.0182m/s^2  |
   107.4s     |522.9357m      |-0.0133m/s    | 0.0172m/s^2  | 523.0018m      | 0.0233m/s^2  |
   107.5s     |522.9359m      |-0.0129m/s    | 0.0172m/s^2  | 523.0018m      | 0.0215m/s^2  |
   107.6s     |522.9358m      |-0.0124m/s    | 0.0172m/s^2  | 522.9221m      | 0.0206m/s^2  |
   107.7s     |522.9342m      |-0.0118m/s    | 0.0172m/s^2  | 522.9071m      | 0.0215m/s^2  |
   107.8s     |522.9323m      |-0.0113m/s    | 0.0172m/s^2  | 522.9071m      | 0.0192m/s^2  |
   107.9s     |522.9305m      |-0.0111m/s    | 0.0172m/s^2  | 522.8920m      | 0.0320m/s^2  |
   108.0s     |522.9272m      |-0.0105m/s    | 0.0172m/s^2  | 522.8270m      | 0.0248m/s^2  |
   108.1s     |522.9242m      |-0.0104m/s    | 0.0172m/s^2  | 522.8571m      | 0.0104m/s^2  |
   108.2s     |522.9212m      |-0.0114m/s    | 0.0173m/s^2  | 522.8421m      | 0.0103m/s^2  |
   108.3s     |522.9179m      |-0.0121m/s    | 0.0173m/s^2  | 522.8096m      | 0.0170m/s^2  |
   108.4s     |522.9143m      |-0.0126m/s    | 0.0173m/s^2  | 522.8243m      | 0.0188m/s^2  |
   108.5s     |522.9109m      |-0.0129m/s    | 0.0173m/s^2  | 522.8390m      | 0.0090m/s^2  |
   108.6s     |522.9085m      |-0.0132m/s    | 0.0173m/s^2  | 522.8989m      | 0.0144m/s^2  |
   108.7s     |522.9061m      |-0.0133m/s    | 0.0173m/s^2  | 522.8811m      | 0.0171m/s^2  |
   108.8s     |522.9043m      |-0.0131m/s    | 0.0173m/s^2  | 522.8961m      | 0.0149m/s^2  |
   108.9s     |522.9027m      |-0.0132m/s    | 0.0173m/s^2  | 522.8961m      | 0.0184m/s^2  |
   109.0s     |522.9015m      |-0.0135m/s    | 0.0173m/s^2  | 522.9108m      | 0.0180m/s^2  |
   109.1s     |522.9008m      |-0.0135m/s    | 0.0173m/s^2  | 522.9406m      | 0.0144m/s^2  |
   109.2s     |522.9006m      |-0.0145m/s    | 0.0173m/s^2  | 522.9557m      | 0.0017m/s^2  |
   109.3s     |522.9003m      |-0.0161m/s    | 0.0173m/s^2  | 522.9406m      | 0.0029m/s^2  |
   109.4s     |522.8997m      |-0.0166m/s    | 0.0173m/s^2  | 522.9406m      | 0.0138m/s^2  |
   109.5s     |522.8991m      |-0.0167m/s    | 0.0173m/s^2  | 522.9406m      | 0.0156m/s^2  |
   109.6s     |522.8988m      |-0.0166m/s    | 0.0173m/s^2  | 522.9557m      | 0.0198m/s^2  |
   109.7s     |522.8983m      |-0.0165m/s    | 0.0173m/s^2  | 522.9406m      | 0.0151m/s^2  |
   109.8s     |522.8973m      |-0.0170m/s    | 0.0173m/s^2  | 522.9256m      | 0.0145m/s^2  |
   109.9s     |522.8963m      |-0.0168m/s    | 0.0173m/s^2  | 522.9256m      | 0.0237m/s^2  |
   110.0s     |522.8951m      |-0.0168m/s    | 0.0173m/s^2  | 522.8961m      | 0.0092m/s^2  |
   110.1s     |522.8936m      |-0.0174m/s    | 0.0172m/s^2  | 522.9108m      | 0.0105m/s^2  |
   110.2s     |522.8923m      |-0.0173m/s    | 0.0172m/s^2  | 522.9108m      | 0.0234m/s^2  |
   110.3s     |522.8912m      |-0.0170m/s    | 0.0172m/s^2  | 522.9256m      | 0.0158m/s^2  |
   110.4s     |522.8911m      |-0.0168m/s    | 0.0172m/s^2  | 522.9704m      | 0.0217m/s^2  |
   110.5s     |522.8912m      |-0.0162m/s    | 0.0172m/s^2  | 522.9557m      | 0.0139m/s^2  |
   110.6s     |522.8916m      |-0.0157m/s    | 0.0172m/s^2  | 522.9704m      | 0.0191m/s^2  |
   110.7s     |522.8915m      |-0.0153m/s    | 0.0172m/s^2  | 522.9406m      | 0.0113m/s^2  |
   110.8s     |522.8911m      |-0.0156m/s    | 0.0172m/s^2  | 522.9256m      | 0.0154m/s^2  |
   110.9s     |522.8904m      |-0.0149m/s    | 0.0172m/s^2  | 522.9256m      | 0.0266m/s^2  |
   111.0s     |522.8898m      |-0.0147m/s    | 0.0172m/s^2  | 522.9108m      | 0.0196m/s^2  |
   111.1s     |522.8897m      |-0.0146m/s    | 0.0172m/s^2  | 522.9584m      | 0.0137m/s^2  |
   111.2s     |522.8897m      |-0.0150m/s    | 0.0171m/s^2  | 522.9437m      | 0.0127m/s^2  |
   111.3s     |522.8896m      |-0.0157m/s    | 0.0171m/s^2  | 522.9437m      | 0.0054m/s^2  |
   111.4s     |522.8889m      |-0.0159m/s    | 0.0171m/s^2  | 522.8989m      | 0.0204m/s^2  |
   111.5s     |522.8876m      |-0.0159m/s    | 0.0171m/s^2  | 522.9136m      | 0.0141m/s^2  |
   111.6s     |522.8865m      |-0.0164m/s    | 0.0171m/s^2  | 522.8838m      | 0.0115m/s^2  |
   111.7s     |522.8847m      |-0.0177m/s    | 0.0171m/s^2  | 522.8691m      | 0.0027m/s^2  |
   111.8s     |522.8836m      |-0.0186m/s    | 0.0171m/s^2  | 522.9317m      | 0.0048m/s^2  |
   111.9s     |522.8829m      |-0.0198m/s    | 0.0171m/s^2  | 522.9317m      | 0.0030m/s^2  |
   112.0s     |522.8816m      |-0.0207m/s    | 0.0171m/s^2  | 522.9016m      | 0.0120m/s^2  |
   112.1s     |522.8800m      |-0.0207m/s    | 0.0171m/s^2  | 522.8718m      | 0.0172m/s^2  |
   112.2s     |522.8777m      |-0.0209m/s    | 0.0171m/s^2  | 522.8571m      | 0.0183m/s^2  |
   112.3s     |522.8754m      |-0.0206m/s    | 0.0171m/s^2  | 522.8718m      | 0.0121m/s^2  |
   112.4s     |522.8731m      |-0.0206m/s    | 0.0171m/s^2  | 522.8718m      | 0.0245m/s^2  |
   112.5s     |522.8714m      |-0.0200m/s    | 0.0171m/s^2  | 522.9016m      | 0.0190m/s^2  |
   112.6s     |522.8703m      |-0.0199m/s    | 0.0171m/s^2  | 522.9163m      | 0.0174m/s^2  |
   112.7s     |522.8695m      |-0.0196m/s    | 0.0171m/s^2  | 522.9317m      | 0.0198m/s^2  |
   112.8s     |522.8692m      |-0.0192m/s    | 0.0171m/s^2  | 522.9464m      | 0.0160m/s^2  |
   112.9s     |522.8693m      |-0.0191m/s    | 0.0170m/s^2  | 522.9136m      | 0.0116m/s^2  |
   113.0s     |522.8689m      |-0.0193m/s    | 0.0170m/s^2  | 522.9584m      | 0.0101m/s^2  |
   113.1s     |522.8693m      |-0.0193m/s    | 0.0170m/s^2  | 522.9734m      | 0.0180m/s^2  |
   113.2s     |522.8702m      |-0.0188m/s    | 0.0170m/s^2  | 522.9734m      | 0.0149m/s^2  |
   113.3s     |522.8699m      |-0.0180m/s    | 0.0170m/s^2  | 522.9256m      | 0.0251m/s^2  |
   113.4s     |522.8700m      |-0.0175m/s    | 0.0170m/s^2  | 522.9704m      | 0.0197m/s^2  |
   113.5s     |522.8713m      |-0.0168m/s    | 0.0169m/s^2  | 523.0148m      | 0.0156m/s^2  |
   113.6s     |522.8743m      |-0.0160m/s    | 0.0169m/s^2  | 523.0897m      | 0.0202m/s^2  |
   113.7s     |522.8777m      |-0.0150m/s    | 0.0169m/s^2  | 523.0244m      | 0.0218m/s^2  |
   113.8s     |522.8798m      |-0.0145m/s    | 0.0168m/s^2  | 523.0097m      | 0.0044m/s^2  |
   113.9s     |522.8815m      |-0.0146m/s    | 0.0168m/s^2  | 523.0097m      | 0.0167m/s^2  |
   114.0s     |522.8833m      |-0.0141m/s    | 0.0168m/s^2  | 523.0097m      | 0.0225m/s^2  |
   114.1s     |522.8854m      |-0.0129m/s    | 0.0168m/s^2  | 523.0244m      | 0.0212m/s^2  |
   114.2s     |522.8879m      |-0.0126m/s    | 0.0167m/s^2  | 523.0398m      | 0.0109m/s^2  |
   114.3s     |522.8905m      |-0.0121m/s    | 0.0167m/s^2  | 523.0398m      | 0.0236m/s^2  |
   114.4s     |522.8931m      |-0.0109m/s    | 0.0167m/s^2  | 523.0244m      | 0.0167m/s^2  |
   114.5s     |522.8953m      |-0.0108m/s    | 0.0166m/s^2  | 523.0244m      | 0.0121m/s^2  |
   114.6s     |522.8974m      |-0.0103m/s    | 0.0166m/s^2  | 523.0244m      | 0.0214m/s^2  |
   114.7s     |522.8993m      |-0.0101m/s    | 0.0166m/s^2  | 523.0097m      | 0.0156m/s^2  |
   114.8s     |522.9008m      |-0.0096m/s    | 0.0166m/s^2  | 522.9950m      | 0.0216m/s^2  |
   114.9s     |522.9021m      |-0.0093m/s    | 0.0166m/s^2  | 522.9799m      | 0.0134m/s^2  |
   115.0s     |522.9035m      |-0.0091m/s    | 0.0165m/s^2  | 522.9950m      | 0.0222m/s^2  |
   115.1s     |522.9047m      |-0.0080m/s    | 0.0165m/s^2  | 522.9799m      | 0.0313m/s^2  |
   115.2s     |522.9062m      |-0.0072m/s    | 0.0165m/s^2  | 522.9950m      | 0.0195m/s^2  |
   115.3s     |522.9072m      |-0.0068m/s    | 0.0165m/s^2  | 522.9652m      | 0.0227m/s^2  |
   115.4s     |522.9084m      |-0.0060m/s    | 0.0165m/s^2  | 522.9799m      | 0.0287m/s^2  |
   115.5s     |522.9100m      |-0.0049m/s    | 0.0165m/s^2  | 522.9950m      | 0.0201m/s^2  |
   115.6s     |522.9117m      |-0.0038m/s    | 0.0164m/s^2  | 522.9950m      | 0.0282m/s^2  |
   115.7s     |522.9135m      |-0.0032m/s    | 0.0164m/s^2  | 522.9950m      | 0.0192m/s^2  |
   115.8s     |522.9157m      |-0.0025m/s    | 0.0164m/s^2  | 523.0244m      | 0.0236m/s^2  |
   115.9s     |522.9182m      |-0.0024m/s    | 0.0164m/s^2  | 523.0244m      | 0.0078m/s^2  |
   116.0s     |522.9199m      |-0.0026m/s    | 0.0164m/s^2  | 522.9919m      | 0.0173m/s^2  |
   116.1s     |522.9215m      |-0.0023m/s    | 0.0164m/s^2  | 523.0070m      | 0.0161m/s^2  |
   116.2s     |522.9234m      |-0.0026m/s    | 0.0163m/s^2  | 523.0070m      | 0.0089m/s^2  |
   116.3s     |522.9254m      |-0.0020m/s    | 0.0163m/s^2  | 523.0070m      | 0.0236m/s^2  |
   116.4s     |522.9274m      |-0.0013m/s    | 0.0163m/s^2  | 523.0070m      | 0.0145m/s^2  |
   116.5s     |522.9294m      |-0.0011m/s    | 0.0163m/s^2  | 523.0070m      | 0.0210m/s^2  |
   116.6s     |522.9315m      | 0.0003m/s    | 0.0163m/s^2  | 523.0217m      | 0.0345m/s^2  |
   116.7s     |522.9338m      | 0.0016m/s    | 0.0163m/s^2  | 523.0364m      | 0.0253m/s^2  |
   116.8s     |522.9368m      | 0.0024m/s    | 0.0162m/s^2  | 523.0364m      | 0.0202m/s^2  |
   116.9s     |522.9394m      | 0.0033m/s    | 0.0162m/s^2  | 523.0217m      | 0.0216m/s^2  |
   117.0s     |522.9417m      | 0.0042m/s    | 0.0162m/s^2  | 523.0070m      | 0.0229m/s^2  |
   117.1s     |522.9437m      | 0.0051m/s    | 0.0162m/s^2  | 522.9919m      | 0.0179m/s^2  |
   117.2s     |522.9442m      | 0.0052m/s    | 0.0162m/s^2  | 522.9119m      | 0.0226m/s^2  |
   117.3s     |522.9438m      | 0.0057m/s    | 0.0162m/s^2  | 522.8972m      | 0.0253m/s^2  |
   117.4s     |522.9433m      | 0.0067m/s    | 0.0162m/s^2  | 522.9119m      | 0.0253m/s^2  |
   117.5s     |522.9429m      | 0.0073m/s    | 0.0162m/s^2  | 522.8972m      | 0.0233m/s^2  |
   117.6s     |522.9423m      | 0.0076m/s    | 0.0162m/s^2  | 522.8821m      | 0.0178m/s^2  |
   117.7s     |522.9413m      | 0.0072m/s    | 0.0162m/s^2  | 522.8674m      | 0.0127m/s^2  |
   117.8s     |522.9402m      | 0.0066m/s    | 0.0162m/s^2  | 522.8821m      | 0.0181m/s^2  |
   117.9s     |522.9392m      | 0.0065m/s    | 0.0163m/s^2  | 522.8821m      | 0.0221m/s^2  |
   118.0s     |522.9386m      | 0.0073m/s    | 0.0163m/s^2  | 522.8821m      | 0.0252m/s^2  |
   118.1s     |522.9369m      | 0.0074m/s    | 0.0163m/s^2  | 522.8222m      | 0.0162m/s^2  |
   118.2s     |522.9348m      | 0.0073m/s    | 0.0163m/s^2  | 522.8222m      | 0.0250m/s^2  |
   118.3s     |522.9330m      | 0.0073m/s    | 0.0163m/s^2  | 522.8370m      | 0.0136m/s^2  |
   118.4s     |522.9317m      | 0.0072m/s    | 0.0164m/s^2  | 522.8671m      | 0.0133m/s^2  |
   118.5s     |522.9319m      | 0.0066m/s    | 0.0164m/s^2  | 522.9420m      | 0.0149m/s^2  |
   118.6s     |522.9328m      | 0.0068m/s    | 0.0164m/s^2  | 522.9420m      | 0.0169m/s^2  |
   118.7s     |522.9342m      | 0.0061m/s    | 0.0163m/s^2  | 522.9714m      | 0.0067m/s^2  |
   118.8s     |522.9359m      | 0.0059m/s    | 0.0163m/s^2  | 523.0015m      | 0.0177m/s^2  |
   118.9s     |522.9381m      | 0.0059m/s    | 0.0163m/s^2  | 523.0015m      | 0.0173m/s^2  |
   119.0s     |522.9408m      | 0.0062m/s    | 0.0163m/s^2  | 523.0313m      | 0.0202m/s^2  |
   119.1s     |522.9432m      | 0.0063m/s    | 0.0163m/s^2  | 523.0159m      | 0.0136m/s^2  |
   119.2s     |522.9459m      | 0.0068m/s    | 0.0163m/s^2  | 523.0456m      | 0.0238m/s^2  |
   119.3s     |522.9495m      | 0.0080m/s    | 0.0163m/s^2  | 523.0757m      | 0.0233m/s^2  |
   119.4s     |522.9534m      | 0.0081m/s    | 0.0162m/s^2  | 523.0757m      | 0.0094m/s^2  |
   119.5s     |522.9576m      | 0.0082m/s    | 0.0162m/s^2  | 523.0904m      | 0.0166m/s^2  |
   119.6s     |522.9619m      | 0.0083m/s    | 0.0162m/s^2  | 523.1055m      | 0.0104m/s^2  |
   119.7s     |522.9663m      | 0.0088m/s    | 0.0161m/s^2  | 523.1055m      | 0.0220m/s^2  |
   119.8s     |522.9702m      | 0.0098m/s    | 0.0161m/s^2  | 523.0757m      | 0.0239m/s^2  |
   119.9s     |522.9737m      | 0.0108m/s    | 0.0161m/s^2  | 523.0603m      | 0.0202m/s^2  |
   120.0s     |522.9776m      | 0.0114m/s    | 0.0161m/s^2  | 523.0904m      | 0.0194m/s^2  |
   120.1s     |522.9809m      | 0.0115m/s    | 0.0161m/s^2  | 523.0254m      | 0.0105m/s^2  |
   120.2s     |522.9833m      | 0.0116m/s    | 0.0161m/s^2  | 523.0405m      | 0.0132m/s^2  |
   120.3s     |522.9857m      | 0.0117m/s    | 0.0160m/s^2  | 523.0405m      | 0.0134m/s^2  |
   120.4s     |522.9894m      | 0.0115m/s    | 0.0160m/s^2  | 523.0757m      | 0.0128m/s^2  |
   120.5s     |522.9906m      | 0.0108m/s    | 0.0160m/s^2  | 522.9659m      | 0.0168m/s^2  |
   120.6s     |522.9922m      | 0.0113m/s    | 0.0160m/s^2  | 523.0159m      | 0.0254m/s^2  |
   120.7s     |522.9935m      | 0.0122m/s    | 0.0160m/s^2  | 522.9861m      | 0.0184m/s^2  |
   120.8s     |522.9943m      | 0.0131m/s    | 0.0160m/s^2  | 522.9861m      | 0.0249m/s^2  |
   120.9s     |522.9956m      | 0.0129m/s    | 0.0160m/s^2  | 523.0011m      | 0.0103m/s^2  |
   121.0s     |522.9971m      | 0.0129m/s    | 0.0160m/s^2  | 523.0011m      | 0.0206m/s^2  |
   121.1s     |522.9979m      | 0.0133m/s    | 0.0160m/s^2  | 522.9710m      | 0.0162m/s^2  |
   121.2s     |522.9984m      | 0.0129m/s    | 0.0160m/s^2  | 522.9416m      | 0.0149m/s^2  |
   121.3s     |522.9982m      | 0.0127m/s    | 0.0160m/s^2  | 522.9416m      | 0.0167m/s^2  |
   121.4s     |522.9979m      | 0.0127m/s    | 0.0161m/s^2  | 522.8612m      | 0.0172m/s^2  |
   121.5s     |522.9956m      | 0.0124m/s    | 0.0161m/s^2  | 522.8612m      | 0.0190m/s^2  |
   121.6s     |522.9933m      | 0.0121m/s    | 0.0161m/s^2  | 522.8612m      | 0.0187m/s^2  |
   121.7s     |522.9910m      | 0.0118m/s    | 0.0161m/s^2  | 522.8465m      | 0.0133m/s^2  |
   121.8s     |522.9885m      | 0.0110m/s    | 0.0162m/s^2  | 522.8318m      | 0.0132m/s^2  |
   121.9s     |522.9857m      | 0.0097m/s    | 0.0162m/s^2  | 522.8318m      | 0.0053m/s^2  |
   122.0s     |522.9828m      | 0.0086m/s    | 0.0162m/s^2  | 522.8612m      | 0.0125m/s^2  |
   122.1s     |522.9808m      | 0.0077m/s    | 0.0163m/s^2  | 522.8766m      | 0.0152m/s^2  |
